latitude,longitude,hour,day_of_week,crowd_score
21.77204560539967,79.46597724079619,6,1,16.63
21.089665331590016,78.3092518523395,5,3,5.0
20.86025225440251,78.14804922611893,1,0,5.0
21.286761196043415,78.55759436536056,8,2,27.46
20.73620386628947,78.67435158836821,21,1,12.19
20.50620865935213,77.01532741867953,23,5,28.82
20.580431610674907,78.8478516636702,16,1,48.18
20.57926417454088,77.52579504094659,4,0,5.0
20.612663770917212,78.94185789751977,11,0,41.33
20.594358041709175,79.26760438315259,0,4,5.0
21.2972246427245,79.21187552265756,9,2,22.14
20.6546321181588,78.45750290222367,10,0,17.65
20.883934196653406,78.36050967693225,15,6,93.09
21.655503773868418,77.22862788401824,13,1,49.66
21.06354629636802,79.12603845120941,7,1,32.59
21.334580833929436,77.61422814134013,23,3,5.0
20.64124781968228,78.29008626845383,16,0,46.38
20.66920462633214,77.65282227878255,17,5,66.0
20.457216062773067,77.20148508899908,11,4,51.14
20.63650908830103,78.68867309067521,16,2,43.62
20.79002647464474,76.96299610446871,13,5,91.44
20.647814677987444,79.0459357023786,15,4,52.22
20.524183547259877,77.75276038578335,13,1,45.82
20.56889021954084,76.80040407901345,8,5,60.29
21.045090275245816,78.33338741771169,3,4,5.0
20.68886720576811,76.94055572558281,22,1,12.18
20.909977805467307,77.62850867346269,10,1,31.59
21.1047841791968,78.92092946236714,5,1,5.0
21.366552760081113,76.9880688648656,14,1,49.66
20.455036995777537,79.318015477068,4,6,23.93
21.51917455847266,76.81145976797575,10,1,22.14
21.279060545287273,77.54047160760571,17,3,19.46
20.514462644728418,79.02271216845621,12,5,97.58
21.623010073749487,77.74881044918791,10,4,19.27
21.68922136074454,77.10567716419804,13,3,43.3
20.485509143796808,77.88070175640128,17,6,58.05
20.787628707406085,77.61117985915358,18,3,25.74
21.528681791710287,79.32813570648166,23,0,5.0
21.44756356653712,77.74004375275543,14,0,57.07
20.658329427098927,79.16679741532802,8,0,20.47
20.693089052671393,79.4756164344322,7,2,18.99
20.918660943907934,78.10145225872958,19,0,34.02
21.07833217926743,79.52982943156317,0,4,5.0
21.265556680142414,77.93195416188958,3,3,5.0
20.91647909539768,79.69223524947031,13,4,42.6
21.047548602586406,77.06786857357672,1,5,24.04
21.44645931338726,78.86105779950972,15,0,47.83
20.451356484046837,78.28144212137079,2,6,28.61
20.75341172208163,77.96294641636693,7,2,24.95
21.398689420238373,78.6981356362458,5,5,26.73
21.65328957276208,78.911571274903,15,6,98.62
21.116348418961934,76.81308980895092,23,2,5.0
21.14495887937144,77.30085926624159,15,5,92.23
20.550040815875686,78.93913815190295,6,3,18.94
21.026377313552835,78.79915624073462,12,4,46.68
21.145664173037034,79.69814251538602,12,1,48.15
20.73945870508862,79.08311337075234,4,4,5.0
20.77694052332913,79.65231812319401,19,0,23.85
20.92819782834647,78.90762150460442,21,6,42.4
20.428099676888817,77.69415662591832,17,1,34.77
20.85091083181645,77.11609476675257,14,2,49.04
20.69602720979516,79.1454715900348,17,3,24.68
20.85849629304908,78.73244766442774,1,3,5.0
20.56766698454695,76.94455803717989,9,2,19.76
21.646738193035855,77.88015139770293,22,0,14.15
21.231029434975667,79.67039944645286,12,2,54.45
21.350743246802285,78.3012034371306,17,5,62.65
21.504839734050275,78.09818740805912,14,6,99.0
21.09781907850068,78.17309881547789,11,6,98.3
20.521688403322393,77.42664817201549,14,0,42.13
21.151949158545968,77.90612151259438,12,1,49.09
21.221577565229232,77.90943976796153,17,2,32.74
21.443615263858064,76.95706506056241,14,0,54.58
21.00432336472155,79.10270288555375,22,6,46.53
20.57861242391379,78.04951329571163,10,1,27.43
20.797286268118214,79.26653966044927,18,2,34.68
20.908315214958087,79.35104400335969,2,3,5.0
21.30428413786424,77.43598216409598,6,2,7.12
21.199089626536477,78.77206044651038,20,4,29.89
20.898535416256983,78.21684541248894,13,2,47.27
21.781121348310172,79.44047021376446,13,4,47.04
21.248084747099643,77.44722203752936,21,1,11.51
20.73211750843039,78.83343960093013,12,2,53.18
20.542495461668565,78.62325636675817,11,1,46.14
20.614002794858063,77.68590443271549,23,1,5.0
20.744340819738312,77.20980271095351,8,6,60.79
20.62495392256338,78.75491928143182,0,0,5.0
20.661193833671827,79.015792374397,18,1,24.47
20.799133236171386,77.74688203129004,10,1,32.83
20.642723033412654,78.73449781206693,22,6,46.98
21.655471594476996,77.9853927228345,21,6,53.06
20.512327243926297,78.93962064984785,22,2,12.22
21.134315945398356,77.39764582468216,23,6,25.12
20.974555557785525,79.47064500790852,21,2,9.93
21.77533006367205,77.66222878939674,18,3,26.04
20.556854463035272,77.90335796326846,17,6,65.91
20.956997838664037,76.97427585624105,11,0,48.9
21.757258606585516,77.13453663696383,22,1,10.41
21.61170997625157,78.34758570813698,0,0,5.0
21.543900899328992,77.60277803018391,18,4,28.33
20.761063957862916,79.30644067722658,19,6,66.49
20.639242622346092,76.84408016596485,16,1,44.14
21.336100507894205,77.9372821460158,4,0,5.0
21.70112638477862,77.81203664030727,2,6,35.86
21.1794680502195,76.8579828927528,1,6,22.71
21.20025776525786,77.17310519700153,2,3,5.0
20.791970731124398,78.0409280247559,7,3,25.99
21.47729010646871,78.27859375334234,15,1,46.38
20.661861247980532,78.0128692417646,5,4,5.0
20.853150930965942,78.39281303523627,12,3,51.15
20.995611014062984,78.58539502471704,22,3,11.92
21.110654530158236,76.82977146338351,21,4,12.87
20.739373625381113,78.1922854783605,21,0,14.93
20.560771554634883,79.69049772266277,15,3,47.41
21.254868059418285,78.35709684038865,15,2,45.91
20.804082774536358,78.83262680237685,2,5,26.49
21.213733509991656,77.73559157375065,12,5,99.0
20.616107801383883,79.12197413445828,13,3,43.81
21.073596142596745,79.11876444562834,7,0,35.02
21.14562520557222,78.36388814296241,11,6,99.0
20.472552951551396,79.72804146983763,22,0,15.82
20.87124598947149,77.17665064428796,22,1,20.07
20.58818054771456,76.85084299466874,21,2,10.68
20.488724958661873,79.11047463527129,20,0,21.3
21.785944325345923,79.22146661209464,7,4,21.67
20.85129538296461,77.16062168736173,20,2,24.77
21.53382422419649,77.59674849887581,8,5,52.08
20.756496916669267,76.85265709009988,0,2,5.0
21.3541038111135,77.6799258323417,5,4,5.0
21.46431900384556,79.11942562175601,22,3,12.99
21.233894236850983,78.35388158313773,18,4,21.08
21.06020666397022,77.84428677950486,22,4,8.51
20.976577279806175,77.91521788471898,10,3,24.17
20.88841557316019,76.8040608771464,10,3,24.01
21.701340801946955,77.6994015826957,22,3,17.7
21.56286717090282,78.73937622491378,12,3,56.93
21.75103767493312,79.72258333144907,10,3,19.08
20.57401611287976,79.3411824809517,17,4,35.11
21.423214465285103,76.87078489393659,22,1,11.13
21.713676639549455,79.49568181402452,14,1,52.08
20.653726292631923,79.14959523989587,0,0,5.0
20.493094774313487,79.14112837071293,20,1,31.96
21.43756890900608,78.17398727701071,6,5,42.45
21.204262358451878,77.99401587886351,22,1,8.91
21.57856028746158,77.70874718649958,12,4,53.72
20.595681327276804,76.99708457686309,11,3,45.07
21.513374236603845,77.4847060904811,17,3,30.98
20.68227824806684,77.53981090493407,23,6,22.83
20.629118320011987,78.2522312091306,18,6,56.4
20.62997211710339,79.04233321979008,14,6,99.0
21.540404608323936,78.22142948519384,7,4,17.98
21.33127610897468,76.97353334834148,18,5,56.72
21.132291594676765,79.67336940296461,9,1,27.55
20.902362677772903,79.62817295728233,6,4,13.8
21.628080757138353,79.15556862944523,17,0,33.89
20.949423150391688,79.77398370469265,15,3,46.17
21.543239215260208,78.43344699840078,19,6,63.05
21.014788871998306,79.68830505075961,5,2,5.0
20.92772220119487,77.02681512185025,8,0,22.07
21.04775169993745,77.89704224478412,20,6,63.46
20.8219290238298,77.4761438040203,12,5,96.41
21.44665313224675,77.3874992524028,20,0,33.08
21.10380854612947,77.22240884667802,7,4,19.51
20.725097773205544,78.66724092469799,15,1,51.5
21.659404402584396,79.1439655672419,12,3,52.9
20.937447709922495,78.53489519826108,12,5,99.0
21.160974005559584,77.24088812876462,16,5,99.0
21.669060955350368,79.2333713098004,22,2,7.07
21.27393319427959,78.70786412149118,19,0,20.6
20.563657256991707,77.96449711838099,4,2,5.0
21.715764973058867,78.82239088660819,21,1,11.22
21.278791274299984,77.5797149377285,20,6,61.72
20.86886786051992,77.83557662548263,16,1,58.71
20.59498090172874,79.55245752939597,8,6,48.14
21.511635264978416,77.67151351701426,1,2,5.0
21.268101858299918,78.20996480447381,17,3,30.62
21.14684552876685,79.47042341218804,8,1,18.8
21.651449616271343,78.92316405080258,5,2,5.0
21.504036095714344,76.9866096784941,10,0,27.91
20.61234483162585,77.24190913283691,5,2,5.0
20.836410894913765,76.82352477231575,5,2,5.0
20.74788479574025,78.69276537068748,12,4,43.03
21.44152480960175,78.14302027623125,10,1,27.26
20.44694540863009,77.20282455270683,13,3,43.33
21.197845558819843,79.67380236317031,1,3,5.0
21.467442160036967,78.38897917183685,7,4,17.55
21.62747189146645,77.52567988233866,2,6,24.1
20.87891444820227,78.30181071346412,22,5,37.61
21.54976022654082,78.83886099820532,20,6,58.05
20.55488443173729,77.0287176539207,2,3,5.0
21.585033208428325,77.62411144514367,0,2,5.0
20.578484127264772,79.22089647265197,23,4,5.0
20.956202206784514,78.17899461120798,18,0,31.11
21.516213512091376,78.43973142609688,17,1,32.48
20.609884398288283,78.0984480066284,16,1,46.01
20.7209519533257,76.93169982792901,19,1,37.4
21.411153595750292,77.29724933946046,23,2,5.0
21.408051151164504,78.13662491622567,12,0,47.72
21.297606686039416,77.42755639622378,2,4,5.0
21.37152782225394,76.94993708597903,0,4,5.0
21.159814220686634,79.33094899215547,3,1,5.0
20.752518682469734,79.74357758749234,12,0,52.83
20.883974390905486,79.17942862199021,16,0,52.61
20.654236803521997,79.361354765114,10,0,23.02
21.67183078586708,77.52593139095113,1,3,5.0
21.21674851267257,79.68188092653959,15,3,52.41
20.961191983469096,77.39077711336029,1,1,5.0
21.046808125101784,79.65428943108549,18,0,35.64
21.726196675456542,79.78445788189785,22,5,41.61
20.61469196436251,78.93516841723815,18,0,40.25
21.220721764823516,79.74343119537546,15,4,46.58
21.108244150438253,78.50861933870131,21,4,5.55
21.256035929608508,77.57862534952827,18,1,37.1
20.425354257349177,78.11098765699685,8,5,54.29
21.62097347252181,78.58068280613635,0,0,5.0
21.70496559547706,77.01924468608104,9,6,61.81
21.19118645702489,78.66702979385174,18,5,63.6
21.37531115342765,79.74353351028688,0,1,5.0
21.691499133648215,77.37032294935118,1,4,5.0
21.390134088038756,79.17778534886514,15,6,99.0
20.613554660079966,79.52369638133885,11,4,52.7
21.20680370423354,79.63110477846065,7,3,25.29
21.249401064936,79.68040681321634,22,1,8.6
20.99378293982334,78.36437891616441,17,1,33.13
21.43102192987461,79.7319237239745,1,0,5.0
21.708113820676623,79.07193062140331,12,0,48.04
21.695795918069486,77.28501430871088,5,3,5.0
21.031175119965784,78.23070031940391,20,6,58.34
20.558533264177058,78.95499352611601,5,2,5.0
21.778777678547268,77.54202094745725,8,5,48.96
21.57445732102431,78.72184555064666,15,2,43.67
20.574527753684574,78.79980143713985,10,2,18.52
21.689178635664323,77.28809923142569,6,1,13.81
21.61785490688698,78.49525593735827,9,5,57.41
21.1263732799765,79.11488073293582,9,1,31.36
21.2277856100429,78.29668699360782,19,5,63.98
20.95860378541818,76.83630935032832,17,4,21.74
20.476666294350842,76.82711540723787,23,1,5.0
20.86927613830426,77.87108803191003,19,1,45.34
21.523994828037218,79.57858220529535,8,1,23.13
20.40648483220644,77.48603033881082,14,6,99.0
20.8668988403676,78.70309106661506,3,3,5.0
20.95743617102732,77.46622761207996,7,1,25.1
21.15235384411309,77.76500996897865,8,0,26.62
21.687797862977867,79.34412626880444,12,0,50.31
20.884884392112344,78.98658432680983,8,5,62.18
20.88573448265472,77.08619783193963,3,4,5.0
21.432501747353648,78.0861060629593,16,3,45.05
21.03310511724573,76.8875092909358,15,6,99.0
20.714446752115975,78.24267043980902,14,5,98.06
21.03341532258577,78.7873020351032,2,0,5.0
20.597199828531718,77.15550787079445,19,3,26.58
20.646941781108712,77.6666548167275,4,3,5.0
21.097714881835273,77.99350987650647,22,4,18.11
20.986495629306365,79.55859307396814,4,3,5.0
21.68078426149534,79.77976504626889,19,1,30.82
20.907351458763287,76.93473389698684,14,3,46.51
21.21282369038926,79.08302377048618,17,4,43.51
21.28517000308734,77.91517219920702,14,5,97.63
20.418332239223666,77.97737455868844,1,4,5.0
21.328952320823394,79.06279492004107,12,6,97.63
20.64925035361765,79.55527929643623,3,4,5.0
21.745498444457237,79.65278578350764,9,0,24.83
20.608127818854356,78.53136775811495,12,1,52.32
20.98047377321783,77.87136347790151,9,0,29.8
20.5194895353101,79.16264725757634,8,5,50.5
21.79562395258433,77.5530041497869,7,2,24.72
21.10307301446374,78.49222208650055,2,5,23.28
21.23353902424806,77.87573538457461,15,1,53.27
20.4939070683438,78.76989322112362,13,3,51.19
21.44994465855885,77.52119673868052,8,4,23.83
20.69386783033382,77.37477883720447,20,2,26.35
21.657276005217,79.55471726002631,10,1,17.25
20.68719549667481,77.10541104884861,2,0,5.0
20.66696280892913,78.3178737232048,4,4,5.0
20.451169534987333,77.46255834888902,9,5,57.52
21.060893723154,76.916789889977,12,0,38.16
21.190777586567663,76.90805645487427,3,1,5.0
20.49199209519969,77.32566531631748,23,1,5.0
21.485738663373017,79.400311063518,12,5,90.01
21.034604368647237,77.64743623193108,11,2,55.88
21.134146377058613,79.65137751172588,4,5,18.74
21.01706784571352,78.54486687896758,9,3,16.5
20.961068285225455,78.1098425693063,23,0,5.0
21.183496463831506,78.54026650400836,8,2,18.61
20.617336344302995,78.3500951556788,19,4,30.49
20.65469938269338,79.07632876127197,6,6,46.26
21.606499869418926,77.64748819791855,1,3,5.0
21.724561646987087,77.8591511748009,21,2,12.2
20.922633042791652,79.48228290759975,23,6,26.1
20.779042542400976,79.63936953945121,22,6,42.37
21.30159936053462,79.47767468245942,6,0,17.49
20.972227839537336,78.05834398187194,7,1,23.53
20.435540897924483,79.14109650902064,6,4,7.24
20.618613636312666,78.2290071999033,20,5,73.81
21.402361120386356,78.2926195564383,22,0,5.0
21.32249351867421,77.41404032717185,13,3,58.94
20.437934389504875,78.57339090977554,18,6,64.22
20.710761026706127,77.35840769326003,4,3,5.0
20.7235047152233,77.79469409720159,22,6,45.55
21.34064984103822,79.3650906048598,17,1,19.47
20.42759475285611,77.42122742763256,19,1,23.63
20.5457520147784,77.0134748555203,11,4,45.2
21.519882519522465,77.00702277783844,22,5,43.06
20.649962526876067,79.62235356150931,16,4,47.31
21.313844550992624,78.3207613138855,12,1,51.79
20.733455893465415,78.02823621545105,1,1,5.0
20.539217949863083,79.23263574302375,12,3,49.76
20.740441067399235,79.30747778373154,6,1,11.63
21.41117370459792,77.79657309934682,9,2,20.85
21.5979750553488,78.88085417242138,22,6,46.18
21.56230781039379,79.11336844755566,5,0,5.0
20.956056941465835,78.76395206059786,2,1,5.0
21.335319191198906,77.2547852244003,2,4,5.0
20.68697801358215,79.42764925055117,17,5,60.2
20.81040682236542,78.41728365820802,10,6,47.02
21.654870145929568,77.64741727911,21,6,40.37
20.418202692915028,78.07568455631308,19,5,69.38
20.519711943196253,76.91271327119672,4,5,17.54
20.691040757204437,77.18360040366726,18,6,63.13
20.437145085423346,79.09664025154758,21,2,11.49
20.654009609125715,76.8000349042661,18,4,36.01
21.216258185357567,78.04969748544687,14,2,51.14
20.989994370829496,78.36753054325676,15,1,50.69
21.649740395507767,76.96390326000291,23,0,5.0
21.544420986433817,79.719234488917,8,5,53.37
20.878544292377025,77.47837599374901,3,4,5.0
20.763192806803808,77.71259615890884,14,5,99.0
20.931569371434172,77.71182753676509,11,2,57.78
21.22641291952073,77.49124998635205,22,3,19.37
20.775289097152026,76.80442146625893,2,1,5.0
21.273808470988786,78.98803438226399,22,0,14.91
20.973176313067736,79.70053649939786,13,1,49.57
21.172866053192774,77.47288044985513,16,3,52.73
21.010577140789444,78.78914157541027,18,0,33.78
20.812252063358684,79.02568898087614,5,3,5.0
21.72783462974702,79.34527613727157,3,1,5.0
21.469048111823664,78.06788759104083,6,2,5.3
20.596158446073034,77.70879271692128,18,6,68.3
21.615855166257077,77.7758854020691,16,1,51.31
21.08240367754932,78.93786399929553,15,1,49.34
21.652373117651727,79.2503383995169,14,1,55.12
21.51979735832624,77.34484190326981,21,4,14.01
20.995298906256927,77.9128230244733,7,3,17.43
20.43145703164816,79.50582059024745,18,3,28.56
20.776148303138925,79.22008055908421,7,5,50.37
21.158287900525213,79.75457520828742,17,3,31.38
21.286869507756606,79.06274477904624,15,5,99.0
20.761042759606482,77.97958560308376,19,4,31.26
20.59509850370195,78.57191350198391,18,2,29.75
21.56890233151902,78.78304276274196,9,5,56.17
21.778163052984972,77.03536744895136,16,1,39.42
21.13596625522376,78.4334908773116,12,2,44.39
20.640351000187625,78.92796248541782,12,6,99.0
20.781230257127117,77.30196391200317,6,4,17.03
20.425746947166452,79.14189515227667,9,3,20.96
21.680018329184698,78.55131834154233,1,5,26.72
20.564851516046197,79.65666535709278,3,1,5.0
21.207123065719955,76.92726689462067,5,0,5.0
20.783677308962087,77.5959784126664,23,6,32.33
21.17584920352211,78.60466163789947,17,0,32.41
21.31198854369261,77.68967973661779,22,2,5.0
21.561638525190084,78.94327249221372,5,3,5.0
20.688989780464844,79.07701584756579,22,0,13.55
20.41539416012187,77.10754789219942,16,2,49.32
20.591639882096327,78.3415633926203,13,4,57.32
21.66002609858735,78.32667166677317,23,2,5.0
21.623446108587522,77.90784231064661,10,6,58.44
21.23637834303843,79.59877458770902,18,2,27.36
21.240723604607116,79.28251895961967,1,6,23.02
21.33105134436476,78.8916281457289,2,2,5.0
20.64551979007283,78.94297990720499,10,1,25.21
21.680176724294945,78.18514843143936,5,2,5.0
20.986278734848902,79.56298356328972,13,5,99.0
20.936393939549294,78.88378628175985,18,2,39.77
21.126484787395974,78.98694318496744,15,1,52.93
20.465752353485076,79.38507271136203,20,1,28.19
20.63279671625851,77.62221476802657,21,4,9.47
21.43324706299692,79.2212127116001,23,6,26.74
20.515918135095177,77.38572180886948,6,3,8.82
21.244412953252944,77.83602585673466,7,0,15.71
20.743488753553848,77.80683136280953,18,0,28.91
20.945013859658765,79.73557640516742,19,2,24.0
20.80417123147898,79.36961167124377,15,4,39.16
20.897941803050927,78.90350958477077,21,2,5.0
21.406664267257945,78.98117028484617,6,0,19.95
20.815970401872445,78.48621838320771,8,6,63.49
21.192966496415657,79.64127200132556,12,6,98.4
21.066470563078738,78.28877625864708,0,6,27.38
21.329139631507708,77.94155312960969,7,1,14.12
21.71156163505466,77.28910601079477,23,3,5.0
21.42560093609435,79.15861695678318,21,4,12.8
20.700916530027058,79.00333179622677,3,1,5.0
20.443656389085795,77.9530651155724,2,3,5.0
20.767169662019754,76.87558024187769,2,4,5.0
21.233109102980357,79.31699198315403,21,4,11.83
20.471996138877948,76.83425395036222,12,0,45.33
21.094912746081732,78.91109933888715,7,1,26.43
21.235579988483643,79.71077132917817,6,4,7.66
20.867941447143746,78.11298398444461,0,5,28.66
21.47927708524415,77.50492021498786,15,6,99.0
20.54923755438728,78.91461303013014,5,4,5.0
20.50519289443013,79.25138442604676,6,3,13.8
21.419464258685046,78.43929094823353,11,0,48.36
21.093687842688677,79.70110582576844,22,2,7.98
21.36376335499883,76.95500616497388,8,6,55.12
21.008758274045245,78.31438679491359,10,0,24.61
20.744962846534747,78.95536184196764,9,2,23.07
21.54674324474388,79.38792141344753,20,1,35.79
21.51918223055657,77.33776683572337,0,1,5.0
21.372575059196198,79.20001044529104,17,4,35.73
20.781003192121947,78.45812122715563,3,5,28.79
21.22632293361672,77.98966104596988,4,1,5.0
20.905363455716035,77.19514508573728,8,4,23.32
20.528214902657286,79.39588727672674,16,6,99.0
21.68423900564714,77.27181962453915,2,0,5.0
20.591546083286545,77.7293635776273,15,1,42.62
21.730332295349125,77.67013659588731,4,0,5.0
21.024408082141136,79.41424210257256,15,0,42.16
20.659186100374068,78.8181089826267,2,5,27.27
21.1586613263297,79.19004419157412,19,1,34.24
21.62212417022697,77.55140369637749,14,0,44.74
21.425114840973386,78.67462229882099,2,5,30.64
21.52918560700603,78.51523794943124,19,5,62.08
21.322296713395005,79.29849113036481,13,1,57.85
21.369187190324993,79.51826118144378,15,5,90.68
21.58887391219145,76.83647031443216,16,1,48.09
20.749535212402858,78.82205975717638,23,1,5.0
21.085194949100398,76.95550739735918,19,2,24.16
20.709693218547443,78.44657599523207,22,0,16.23
21.782735211195305,77.66289818713103,17,3,27.84
21.72168307556126,77.72032979856642,17,1,32.76
20.455197535915907,77.85887551035707,21,0,12.99
21.387805241521963,78.66387734714883,13,6,92.69
21.695347644381933,77.8021498970063,17,5,60.45
20.652805483178266,78.99809715177084,14,4,45.71
21.195123322773682,78.01358215672161,14,1,49.5
21.68168361662326,77.00505960092987,5,5,32.32
20.447524370020115,79.15127952745232,14,5,95.16
21.376388374145577,77.65727497377812,17,5,68.85
20.81628861032157,78.09830063879778,3,5,20.77
21.694154673527144,78.8563316496657,22,5,48.2
21.759481543231516,77.79736847144613,7,1,19.86
21.721973084758808,76.96975696844014,14,6,98.11
21.06389990332045,77.92176314103844,2,3,5.0
21.606859711385038,79.6333457480829,14,2,46.03
21.5823691579491,78.72520319189567,12,5,99.0
20.846740662540558,78.81443744600162,8,5,63.0
21.560481663810947,78.69684646091292,1,2,5.0
20.45181068860169,77.3969764168783,23,6,26.17
21.234777829874876,78.05500159230684,7,6,53.9
20.722012372202784,79.05281939508995,19,1,34.01
20.568793640088188,77.10411869265947,16,0,53.22
20.507734482280892,77.63355832826913,12,4,41.14
21.374804286229395,77.62895732539756,0,4,5.0
20.87582494927529,78.09605678278352,1,0,5.0
21.414673480140266,79.74110622282655,14,1,52.96
20.491498877118516,77.00250764005146,11,4,42.16
20.841406472962852,78.35610298314178,13,6,95.09
21.155287809325472,77.33809404603663,1,2,5.0
21.507012430774548,79.71202963622923,17,0,41.76
20.846253504104897,77.13991051418239,21,6,49.75
21.276247927011813,78.01080300708477,6,3,17.54
21.640368847530663,79.01365495450382,22,1,12.4
21.262208463455227,78.91366328408233,5,0,5.0
20.726143264655086,78.06818591068179,13,4,53.45
20.434161094179153,77.83957250385815,7,1,24.27
21.618138423461303,77.9928371356586,21,2,8.24
20.42977717519054,77.59282878947592,1,1,5.0
21.62458234175788,77.41599881612039,16,1,47.17
21.140511987638096,78.24911909267666,4,2,5.0
21.714694777918055,77.60560126820282,13,5,99.0
21.51829653008313,77.66238499469175,23,2,5.0
21.797107754746673,78.77026819042366,19,6,67.29
20.890996541632394,79.70561199509967,20,1,29.64
21.474063604503577,78.61091160167813,20,2,38.41
20.96270327905294,77.0309384011949,21,5,39.66
21.07182586842547,77.0267508415622,2,6,22.53
21.27850764850572,79.65426966253669,4,0,5.0
21.623147959860873,77.691872370922,15,2,41.23
21.777716856879014,77.07620095824743,17,2,33.66
21.475582779410324,78.59713376145115,16,1,49.25
20.984873495034268,78.67094633487079,10,6,60.62
20.989899803187896,78.74551446035606,16,0,48.77
21.43261522222445,77.60220608357263,15,3,45.68
20.734288004075623,76.84533205264343,22,3,16.3
20.554663758383953,79.69504610836341,1,4,5.0
20.896471020697085,77.5526791370733,3,2,5.0
20.802134588315713,78.82807886415765,20,2,20.53
20.814831368638384,78.91988960963613,6,0,19.94
20.727050851469873,78.63002225123846,1,5,26.99
20.458930465490905,77.73872218264094,5,3,5.0
20.42502350862678,77.6132887612922,16,4,55.12
21.782811345630446,78.59300484810811,6,0,15.31
20.998882387230207,79.39828690083507,4,2,5.0
20.938057306023552,79.64020118677018,4,3,5.0
21.3515061957703,77.11771741321127,19,6,60.25
20.70555544301109,77.26448583779316,15,4,53.35
21.729945657530315,79.63420877634924,18,1,30.63
21.500883020181774,79.00960568500437,8,3,21.76
20.525175403237164,79.44898147448932,4,4,5.0
20.9846130860989,77.40789790240602,7,0,27.37
21.63076563058703,78.5627576133282,8,1,19.99
21.722624831207973,78.90341878325242,4,4,5.0
21.054362115749818,78.84033565634091,9,4,17.85
21.258775944894992,78.02445507260009,1,2,5.0
20.633847524528903,76.84618467507393,8,5,55.16
21.787636076591767,78.54877817041279,10,3,21.44
20.72434038193682,77.55930461753883,3,2,5.0
21.719824483789175,78.15076273842867,21,6,46.58
21.309505308589316,79.67274304525145,21,1,14.37
21.250831512830402,77.9971059529273,21,5,50.92
21.11776391542311,79.31940481999328,1,4,5.0
20.722937736404862,77.36562181724776,22,2,16.28
20.64713924480771,78.81738149407508,5,5,23.07
20.708680692698245,79.73102086331683,13,6,99.0
20.661013567001955,77.10567930261881,0,3,5.0
21.491418262993456,76.82495982668158,17,6,67.03
20.89017536283342,78.10074837789784,6,1,6.46
20.480979747188755,77.0778764491541,0,0,5.0
21.756743682197136,79.0451530490287,0,2,5.0
21.637300238948797,79.54364599154567,0,1,5.0
21.698853196473298,78.10206291812628,23,0,5.0
21.79287095170501,77.57613492646632,3,2,5.0
20.643453348907283,78.10320995701983,3,1,5.0
20.95473882646372,78.97034345355,17,6,67.76
21.46153386598573,76.82716248474111,10,1,21.16
21.37442886527531,78.56836196845408,0,5,25.89
20.615454268875794,78.63987505466213,9,6,60.77
21.542166374986866,78.7130647406878,8,2,25.49
20.714216800571325,77.52606623994262,22,1,15.63
20.713344660751673,78.94215817013438,3,4,5.0
21.151764192050777,77.07417445899533,5,2,5.0
21.230115908778384,77.3978110094004,15,1,49.25
21.212120690972935,79.43241013996344,1,5,15.05
20.528081572356857,79.0161694521797,22,0,17.96
21.62844520768253,76.84123666203404,17,0,36.28
20.77184005962419,77.5451287811094,9,4,17.25
20.581320889795926,77.44321944897949,23,2,5.0
21.644247311816567,77.61241898411092,23,5,35.27
21.737912097521654,77.54267931083966,16,1,46.64
21.60697866417163,76.98757888722854,12,1,46.9
21.53332250461483,78.17682154979046,23,0,5.0
21.31733877289463,78.99820042435849,17,5,66.49
21.171200318852794,78.6201951741523,21,6,41.68
20.52178146387597,78.81861500579424,12,4,45.94
20.97183449829898,77.04344753560872,16,0,48.65
20.921763923817238,79.65447213053037,4,0,5.0
20.763655297264457,79.31547550152908,10,4,28.54
21.41278815916402,79.21527095548699,6,2,16.85
21.094226029110278,79.2689514151253,9,1,18.32
20.513464702270706,79.59813152439828,16,2,58.47
20.708256482729734,78.43276189834108,14,5,93.8
21.356562269123433,77.40084605360288,17,6,63.52
20.506583203286418,78.65035082355762,22,3,11.86
21.591689679668278,79.02864448100381,21,3,9.49
21.093205137819563,79.01375218006207,18,3,37.82
21.072821208257306,78.36434707250064,1,4,5.0
21.229370898523324,77.00537615800073,3,0,5.0
21.55455335229521,77.91333881529039,2,6,25.21
20.88693289106307,79.56229982539007,6,2,13.11
21.34922261358269,78.55334672927228,23,1,5.0
21.192024749594108,78.41499582976714,17,3,30.01
20.77383957823719,77.60656054314657,9,2,18.16
21.63008198089722,77.90534675974973,6,3,17.78
21.5163964302497,79.4860382674595,7,6,54.76
21.321832568521796,78.79938914258051,5,3,5.0
21.590814420731938,79.162161080257,21,1,10.4
21.614211881343724,78.16303626920296,0,5,25.89
21.39170816740105,78.69074165836847,3,5,29.95
21.57181865970914,77.54515082622962,13,6,99.0
21.376460046336998,78.91638249085045,16,5,98.56
21.35219708046442,78.08280400111,19,4,31.69
21.266055929501256,78.12763654444423,17,0,34.79
21.4538032953807,78.74796697373064,10,4,18.58
20.622047147410303,79.60884186440677,20,2,28.34
21.6332190628785,76.99201903982586,13,4,46.06
21.620580938843325,79.27422971204102,8,2,21.52
20.440946196248383,77.67714933123658,14,2,48.47
21.556143450790668,78.13175836351913,11,0,54.82
20.580417814462823,76.86573998632502,9,1,21.02
20.869166395962797,77.70313823350294,18,6,66.27
21.440911558808253,78.30789372789039,23,0,5.0
